,fens,moves,target_moves,LEGAL_MOVES
150,5k2/pp3p1p/2p2p2/3p4/3P4/2P2r1P/P1PK3P/1R6 b - - 3 22,g1b1,b7b6,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'f3f5', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3f2', 'f3f1', 'h7h6', 'b7b6', 'a7a6', 'f6f5', 'c6c5', 'h7h5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
151,5k2/p4p1p/1pp2p2/3p4/3P4/2P2r1P/P1PK3P/1R6 w - - 0 23,b7b6,a2a4,"['d2e2', 'd2e1', 'd2d1', 'd2c1', 'b1b6', 'b1b5', 'b1b4', 'b1b3', 'b1b2', 'b1h1', 'b1g1', 'b1f1', 'b1e1', 'b1d1', 'b1c1', 'b1a1', 'h3h4', 'c3c4', 'a2a3', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
152,5k2/p4p1p/1pp2p2/3p4/P2P4/2P2r1P/2PK3P/1R6 b - - 0 23,a2a4,f3f2,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'f3f5', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3f2', 'f3f1', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'b6b5', 'h7h5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
153,5k2/p4p1p/1pp2p2/3p4/P2P4/2P4r/2PK3P/1R6 w - - 0 24,f3h3,a4a5,"['d2e2', 'd2e1', 'd2d1', 'd2c1', 'b1b6', 'b1b5', 'b1b4', 'b1b3', 'b1b2', 'b1h1', 'b1g1', 'b1f1', 'b1e1', 'b1d1', 'b1c1', 'b1a1', 'a4a5', 'c3c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
154,5k2/p4p1p/1pp2p2/P2p4/3P4/2P4r/2PK3P/1R6 b - - 0 24,a4a5,h3h2,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'h3h6', 'h3h5', 'h3h4', 'h3g3', 'h3f3', 'h3e3', 'h3d3', 'h3c3', 'h3h2', 'b6a5', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'b6b5', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
155,5k2/p4p1p/1pp2p2/P2p4/3P4/2P5/2PK3r/1R6 w - - 0 25,h3h2,d2d3,"['d2e3', 'd2d3', 'd2e1', 'd2d1', 'd2c1', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
156,5k2/p4p1p/1pp2p2/P2p4/3P4/2PK4/2P4r/1R6 b - - 1 25,d2d3,h2h3,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'h2h6', 'h2h5', 'h2h4', 'h2h3', 'h2g2', 'h2f2', 'h2e2', 'h2d2', 'h2c2', 'h2h1', 'b6a5', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'b6b5', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
157,5k2/p4p1p/1pp2p2/P2p4/3P4/2PK3r/2P5/1R6 w - - 2 26,h2h3,d3d2,"['d3e2', 'd3d2', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
158,5k2/p4p1p/1pp2p2/P2p4/3P4/2P4r/2PK4/1R6 b - - 3 26,d3d2,h3h2,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'h3h6', 'h3h5', 'h3h4', 'h3g3', 'h3f3', 'h3e3', 'h3d3', 'h3c3', 'h3h2', 'h3h1', 'b6a5', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'b6b5', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
159,5k2/p4p1p/1pp2p2/P2p4/3P4/2P5/2PK3r/1R6 w - - 4 27,h3h2,d2d3,"['d2e3', 'd2d3', 'd2e1', 'd2d1', 'd2c1', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
160,5k2/p4p1p/1pp2p2/P2p4/3P4/2PK4/2P4r/1R6 b - - 5 27,d2d3,b6b5,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'h2h6', 'h2h5', 'h2h4', 'h2h3', 'h2g2', 'h2f2', 'h2e2', 'h2d2', 'h2c2', 'h2h1', 'b6a5', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'b6b5', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
161,5k2/p4p1p/1pp2p2/P2p4/3P4/2PK3r/2P5/1R6 w - - 6 28,h2h3,d3d2,"['d3e2', 'd3d2', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
162,5k2/p4p1p/1pp2p2/P2p4/3P4/2P4r/2PK4/1R6 b - - 7 28,d3d2,h3h2,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'h3h6', 'h3h5', 'h3h4', 'h3g3', 'h3f3', 'h3e3', 'h3d3', 'h3c3', 'h3h2', 'h3h1', 'b6a5', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'b6b5', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
163,5k2/p4p1p/2p2p2/p2p4/3P4/2P4r/2PK4/1R6 w - - 0 29,b6a5,b1f1,"['d2e2', 'd2e1', 'd2d1', 'd2c1', 'b1b8', 'b1b7', 'b1b6', 'b1b5', 'b1b4', 'b1b3', 'b1b2', 'b1h1', 'b1g1', 'b1f1', 'b1e1', 'b1d1', 'b1c1', 'b1a1', 'c3c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
164,5k2/pR3p1p/2p2p2/p2p4/3P4/2P4r/2PK4/8 b - - 1 29,b1b7,h3h2,"['f8g8', 'f8e8', 'f8g7', 'h3h6', 'h3h5', 'h3h4', 'h3g3', 'h3f3', 'h3e3', 'h3d3', 'h3c3', 'h3h2', 'h3h1', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'a5a4', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
165,5k2/pR3p1p/2p2p2/p2p4/3P4/2P5/2PK3r/8 w - - 2 30,h3h2,d2d3,"['d2e3', 'd2d3', 'd2e1', 'd2d1', 'd2c1', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
166,5k2/pR3p1p/2p2p2/p2p4/3P4/2PK4/2P4r/8 b - - 3 30,d2d3,h7h5,"['f8g8', 'f8e8', 'f8g7', 'h2h6', 'h2h5', 'h2h4', 'h2h3', 'h2g2', 'h2f2', 'h2e2', 'h2d2', 'h2c2', 'h2h1', 'h7h6', 'a7a6', 'f6f5', 'c6c5', 'a5a4', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
167,5k2/pR3p1p/2p2p2/p2p4/3P4/2PK4/2P5/7r w - - 4 31,h2h1,b7a7,"['b7b8', 'b7f7', 'b7e7', 'b7d7', 'b7c7', 'b7a7', 'b7b6', 'b7b5', 'b7b4', 'b7b3', 'b7b2', 'b7b1', 'd3e3', 'd3e2', 'd3d2', 'c3c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
168,5k2/R4p1p/2p2p2/p2p4/3P4/2PK4/2P5/7r b - - 0 31,b7a7,h7h5,"['f8g8', 'f8e8', 'f8g7', 'h1h6', 'h1h5', 'h1h4', 'h1h3', 'h1h2', 'h1g1', 'h1f1', 'h1e1', 'h1d1', 'h1c1', 'h1b1', 'h1a1', 'h7h6', 'f6f5', 'c6c5', 'a5a4', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
169,5k2/R4p1p/2p2p2/p2p4/3P4/2PK4/2P5/r7 w - - 1 32,h1a1,c3c4,"['a7a8', 'a7f7', 'a7e7', 'a7d7', 'a7c7', 'a7b7', 'a7a6', 'a7a5', 'd3e3', 'd3e2', 'd3d2', 'c3c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
170,5k2/5p1p/R1p2p2/p2p4/3P4/2PK4/2P5/r7 b - - 2 32,a7a6,h7h5,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'a1a4', 'a1a3', 'a1a2', 'a1h1', 'a1g1', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'h7h6', 'f6f5', 'c6c5', 'a5a4', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
171,5k2/5p1p/R1p2p2/3p4/p2P4/2PK4/2P5/r7 w - - 0 33,a5a4,c3c4,"['a6a8', 'a6a7', 'a6c6', 'a6b6', 'a6a5', 'a6a4', 'd3e3', 'd3e2', 'd3d2', 'c3c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
172,5k2/5p1p/2R2p2/3p4/p2P4/2PK4/2P5/r7 b - - 0 33,a6c6,a4a3,"['f8g8', 'f8e8', 'f8g7', 'f8e7', 'a1a3', 'a1a2', 'a1h1', 'a1g1', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'h7h6', 'f6f5', 'a4a3', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
173,8/4kp1p/2R2p2/3p4/p2P4/2PK4/2P5/r7 w - - 1 34,f8e7,c6c7,"['c6c8', 'c6c7', 'c6f6', 'c6e6', 'c6d6', 'c6b6', 'c6a6', 'c6c5', 'c6c4', 'd3e3', 'd3e2', 'd3d2', 'c3c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
174,8/4kp1p/R4p2/3p4/p2P4/2PK4/2P5/r7 b - - 2 34,c6a6,f6f5,"['e7f8', 'e7e8', 'e7d8', 'e7d7', 'a1a3', 'a1a2', 'a1h1', 'a1g1', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'h7h6', 'f6f5', 'a4a3', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
175,8/4kp1p/R4p2/3p4/3P4/p1PK4/2P5/r7 w - - 0 35,a4a3,a6a7,"['a6a8', 'a6a7', 'a6f6', 'a6e6', 'a6d6', 'a6c6', 'a6b6', 'a6a5', 'a6a4', 'a6a3', 'd3e3', 'd3e2', 'd3d2', 'c3c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
176,8/4kp1p/R4p2/3p4/2PP4/p2K4/2P5/r7 b - - 0 35,c3c4,d5c4,"['e7f8', 'e7e8', 'e7d8', 'e7d7', 'a1a2', 'a1h1', 'a1g1', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'd5c4', 'h7h6', 'f6f5', 'a3a2', 'h7h5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
