,fens,moves,target_moves,LEGAL_MOVES
330,r2q1rk1/ppp2pp1/2n2b1p/1B2p3/8/P1BP1Q2/1PP2PPP/R3R1K1 b - - 0 13,d1f3,c6d4,"['g8h8', 'g8h7', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8e7', 'd8d7', 'd8d6', 'd8d5', 'd8d4', 'd8d3', 'a8c8', 'a8b8', 'f6e7', 'f6g5', 'f6h4', 'c6b8', 'c6e7', 'c6a5', 'c6d4', 'c6b4', 'g7g6', 'b7b6', 'a7a6', 'h6h5', 'e5e4', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
331,r2q1rk1/ppp2pp1/5b1p/1B2p3/3n4/P1BP1Q2/1PP2PPP/R3R1K1 w - - 1 14,c6d4,c3d4,"['b5e8', 'b5d7', 'b5c6', 'b5a6', 'b5c4', 'b5a4', 'f3b7', 'f3f6', 'f3c6', 'f3h5', 'f3f5', 'f3d5', 'f3g4', 'f3f4', 'f3e4', 'f3h3', 'f3g3', 'f3e3', 'f3e2', 'f3d1', 'c3a5', 'c3d4', 'c3b4', 'c3d2', 'g1h1', 'g1f1', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'a1a2', 'a1d1', 'a1c1', 'a1b1', 'a3a4', 'h2h3', 'g2g3', 'b2b3', 'h2h4', 'g2g4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
332,r2q1rk1/ppp2pp1/5b1p/1B2p3/3B4/P2P1Q2/1PP2PPP/R3R1K1 b - - 0 14,c3d4,d8d4,"['g8h8', 'g8h7', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8e7', 'd8d7', 'd8d6', 'd8d5', 'd8d4', 'a8c8', 'a8b8', 'f6e7', 'f6g5', 'f6h4', 'e5d4', 'g7g6', 'c7c6', 'b7b6', 'a7a6', 'h6h5', 'e5e4', 'g7g5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
333,r2q1rk1/ppp2pp1/5b1p/1B6/3p4/P2P1Q2/1PP2PPP/R3R1K1 w - - 0 15,e5d4,f3b7,"['b5e8', 'b5d7', 'b5c6', 'b5a6', 'b5c4', 'b5a4', 'f3b7', 'f3f6', 'f3c6', 'f3h5', 'f3f5', 'f3d5', 'f3g4', 'f3f4', 'f3e4', 'f3h3', 'f3g3', 'f3e3', 'f3e2', 'f3d1', 'g1h1', 'g1f1', 'e1e8', 'e1e7', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'a1a2', 'a1d1', 'a1c1', 'a1b1', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
334,r2q1rk1/ppp2pp1/5b1p/1B6/3pR3/P2P1Q2/1PP2PPP/R5K1 b - - 1 15,e1e4,g7g6,"['g8h8', 'g8h7', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8e7', 'd8d7', 'd8d6', 'd8d5', 'a8c8', 'a8b8', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'g7g6', 'c7c6', 'b7b6', 'a7a6', 'h6h5', 'g7g5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
335,r2q1rk1/pp3pp1/2p2b1p/1B6/3pR3/P2P1Q2/1PP2PPP/R5K1 w - - 0 16,c7c6,b5c4,"['b5c6', 'b5a6', 'b5c4', 'b5a4', 'e4e8', 'e4e7', 'e4e6', 'e4e5', 'e4h4', 'e4g4', 'e4f4', 'e4d4', 'e4e3', 'e4e2', 'e4e1', 'f3f6', 'f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3e2', 'f3d1', 'g1h1', 'g1f1', 'a1a2', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
336,r2q1rk1/pp3pp1/2p2b1p/8/2BpR3/P2P1Q2/1PP2PPP/R5K1 b - - 1 16,b5c4,g7g6,"['g8h8', 'g8h7', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8e7', 'd8d7', 'd8c7', 'd8d6', 'd8b6', 'd8d5', 'd8a5', 'a8c8', 'a8b8', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'g7g6', 'b7b6', 'a7a6', 'h6h5', 'c6c5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
337,r2q1rk1/p4pp1/2p2b1p/1p6/2BpR3/P2P1Q2/1PP2PPP/R5K1 w - - 0 17,b7b5,c4b3,"['e4e8', 'e4e7', 'e4e6', 'e4e5', 'e4h4', 'e4g4', 'e4f4', 'e4d4', 'e4e3', 'e4e2', 'e4e1', 'c4f7', 'c4e6', 'c4d5', 'c4b5', 'c4b3', 'c4a2', 'f3f6', 'f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3e2', 'f3d1', 'g1h1', 'g1f1', 'a1a2', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
338,r2q1rk1/p4pp1/2p2b1p/1p6/3pR3/P2P1Q2/BPP2PPP/R5K1 b - - 1 17,c4a2,g7g6,"['g8h8', 'g8h7', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8e7', 'd8d7', 'd8c7', 'd8d6', 'd8b6', 'd8d5', 'd8a5', 'a8c8', 'a8b8', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'g7g6', 'a7a6', 'h6h5', 'c6c5', 'b5b4', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
339,r2q1rk1/p4pp1/5b1p/1pp5/3pR3/P2P1Q2/BPP2PPP/R5K1 w - - 0 18,c6c5,g2g3,"['e4e8', 'e4e7', 'e4e6', 'e4e5', 'e4h4', 'e4g4', 'e4f4', 'e4d4', 'e4e3', 'e4e2', 'e4e1', 'f3f6', 'f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3e2', 'f3d1', 'a2f7', 'a2e6', 'a2d5', 'a2c4', 'a2b3', 'a2b1', 'g1h1', 'g1f1', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
340,r2q1rk1/p4pp1/5b1p/1pp5/3pR3/P2P1Q2/BPP2PPP/4R1K1 b - - 1 18,a1e1,d8d7,"['g8h8', 'g8h7', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8e7', 'd8d7', 'd8c7', 'd8d6', 'd8b6', 'd8d5', 'd8a5', 'a8c8', 'a8b8', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'g7g6', 'a7a6', 'h6h5', 'c5c4', 'b5b4', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
341,r4rk1/p2q1pp1/5b1p/1pp5/3pR3/P2P1Q2/BPP2PPP/4R1K1 w - - 2 19,d8d7,g2g3,"['e4e8', 'e4e7', 'e4e6', 'e4e5', 'e4h4', 'e4g4', 'e4f4', 'e4d4', 'e4e3', 'e4e2', 'f3f6', 'f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3e2', 'f3d1', 'a2f7', 'a2e6', 'a2d5', 'a2c4', 'a2b3', 'a2b1', 'g1h1', 'g1f1', 'e1e3', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
342,r4rk1/p2q1pp1/5b1p/1pp4Q/3pR3/P2P4/BPP2PPP/4R1K1 b - - 3 19,f3h5,a8c8,"['g8h8', 'g8h7', 'f8e8', 'f8d8', 'f8c8', 'f8b8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'd7e8', 'd7d8', 'd7c8', 'd7e7', 'd7c7', 'd7b7', 'd7e6', 'd7d6', 'd7c6', 'd7f5', 'd7d5', 'd7g4', 'd7h3', 'f6d8', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'g7g6', 'a7a6', 'c5c4', 'b5b4', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
343,r3r1k1/p2q1pp1/5b1p/1pp4Q/3pR3/P2P4/BPP2PPP/4R1K1 w - - 4 20,f8e8,h5f7,"['h5f7', 'h5h6', 'h5g6', 'h5g5', 'h5f5', 'h5e5', 'h5d5', 'h5c5', 'h5h4', 'h5g4', 'h5h3', 'h5f3', 'h5e2', 'h5d1', 'e4e8', 'e4e7', 'e4e6', 'e4e5', 'e4h4', 'e4g4', 'e4f4', 'e4d4', 'e4e3', 'e4e2', 'a2f7', 'a2e6', 'a2d5', 'a2c4', 'a2b3', 'a2b1', 'g1h1', 'g1f1', 'e1e3', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
344,r3r1k1/p2q1Bp1/5b1p/1pp4Q/3pR3/P2P4/1PP2PPP/4R1K1 b - - 0 20,a2f7,d7f7,"['g8h8', 'g8f8', 'g8h7', 'd7f7', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
345,r3r1k1/p4qp1/5b1p/1pp4Q/3pR3/P2P4/1PP2PPP/4R1K1 w - - 0 21,d7f7,e4e8,"['h5f7', 'h5h6', 'h5g6', 'h5g5', 'h5f5', 'h5e5', 'h5d5', 'h5c5', 'h5h4', 'h5g4', 'h5h3', 'h5f3', 'h5e2', 'h5d1', 'e4e8', 'e4e7', 'e4e6', 'e4e5', 'e4h4', 'e4g4', 'e4f4', 'e4d4', 'e4e3', 'e4e2', 'g1h1', 'g1f1', 'e1e3', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
346,r3R1k1/p4qp1/5b1p/1pp4Q/3p4/P2P4/1PP2PPP/4R1K1 b - - 0 21,e4e8,a8e8,"['g8h7', 'a8e8', 'f7f8', 'f7e8', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
347,4r1k1/p4qp1/5b1p/1pp4Q/3p4/P2P4/1PP2PPP/4R1K1 w - - 0 22,a8e8,e1e8,"['h5f7', 'h5h6', 'h5g6', 'h5g5', 'h5f5', 'h5e5', 'h5d5', 'h5c5', 'h5h4', 'h5g4', 'h5h3', 'h5f3', 'h5e2', 'h5d1', 'g1h1', 'g1f1', 'e1e8', 'e1e7', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
348,4R1k1/p4qp1/5b1p/1pp4Q/3p4/P2P4/1PP2PPP/6K1 b - - 0 22,e1e8,f7e8,"['g8h7', 'f7f8', 'f7e8', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
349,4q1k1/p5p1/5b1p/1pp4Q/3p4/P2P4/1PP2PPP/6K1 w - - 0 23,f7e8,h5e8,"['h5e8', 'h5f7', 'h5h6', 'h5g6', 'h5g5', 'h5f5', 'h5e5', 'h5d5', 'h5c5', 'h5h4', 'h5g4', 'h5h3', 'h5f3', 'h5e2', 'h5d1', 'g1h1', 'g1f1', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
350,4Q1k1/p5p1/5b1p/1pp5/3p4/P2P4/1PP2PPP/6K1 b - - 0 23,h5e8,g8h7,"['g8h7', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
351,4Q3/p5pk/5b1p/1pp5/3p4/P2P4/1PP2PPP/6K1 w - - 1 24,g8h7,e8b5,"['e8h8', 'e8g8', 'e8f8', 'e8d8', 'e8c8', 'e8b8', 'e8a8', 'e8f7', 'e8e7', 'e8d7', 'e8g6', 'e8e6', 'e8c6', 'e8h5', 'e8e5', 'e8b5', 'e8e4', 'e8e3', 'e8e2', 'e8e1', 'g1h1', 'g1f1', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
352,8/p5pk/5b1p/1Qp5/3p4/P2P4/1PP2PPP/6K1 b - - 0 24,e8b5,c5c4,"['h7h8', 'h7g8', 'h7g6', 'f6d8', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'g7g6', 'a7a6', 'h6h5', 'c5c4', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
353,8/p5pk/5b1p/1Q6/2pp4/P2P4/1PP2PPP/6K1 w - - 0 25,c5c4,d3c4,"['b5e8', 'b5b8', 'b5d7', 'b5b7', 'b5c6', 'b5b6', 'b5a6', 'b5h5', 'b5g5', 'b5f5', 'b5e5', 'b5d5', 'b5c5', 'b5a5', 'b5c4', 'b5b4', 'b5a4', 'b5b3', 'g1h1', 'g1f1', 'd3c4', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
354,8/p5pk/5b1p/8/2Qp4/P2P4/1PP2PPP/6K1 b - - 0 25,b5c4,f6g5,"['h7h8', 'h7g6', 'f6d8', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'g7g6', 'a7a6', 'h6h5', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
