,fens,moves,target_moves,LEGAL_MOVES
3862,6k1/pr4p1/3p3p/3Np3/1Pp1p3/P4r1q/1BPK4/3R1Q2 b - - 1 26,e3d2,f3f1,"['g8h8', 'g8f8', 'g8h7', 'g8f7', 'b7b8', 'b7f7', 'b7e7', 'b7d7', 'b7c7', 'b7b6', 'b7b5', 'b7b4', 'h3c8', 'h3d7', 'h3e6', 'h3h5', 'h3f5', 'h3h4', 'h3g4', 'h3g3', 'h3h2', 'h3g2', 'h3h1', 'h3f1', 'f3f8', 'f3f7', 'f3f6', 'f3f5', 'f3f4', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3b3', 'f3a3', 'f3f2', 'f3f1', 'g7g6', 'a7a6', 'h6h5', 'e4e3', 'c4c3', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3863,6k1/pr4p1/3p3p/3Np3/1Pp1p3/P6q/1BPK4/3R1r2 w - - 0 27,f3f1,d1f1,"['d5e7', 'd5c7', 'd5f6', 'd5b6', 'd5f4', 'd5e3', 'd5c3', 'd2e2', 'd2c1', 'b2e5', 'b2d4', 'b2c3', 'b2c1', 'b2a1', 'd1f1', 'd1e1', 'd1c1', 'd1b1', 'd1a1', 'b4b5', 'a3a4', 'c2c3', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3864,6k1/pr4p1/3p3p/3Np3/1Pp1p3/P6q/1BPK4/5R2 b - - 0 27,d1f1,h3f1,"['g8h8', 'g8h7', 'b7b8', 'b7f7', 'b7e7', 'b7d7', 'b7c7', 'b7b6', 'b7b5', 'b7b4', 'h3c8', 'h3d7', 'h3e6', 'h3h5', 'h3f5', 'h3h4', 'h3g4', 'h3g3', 'h3f3', 'h3e3', 'h3d3', 'h3c3', 'h3b3', 'h3a3', 'h3h2', 'h3g2', 'h3h1', 'h3f1', 'g7g6', 'a7a6', 'h6h5', 'e4e3', 'c4c3', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3865,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,start,d2d4,"['g1h3', 'g1f3', 'b1c3', 'b1a3', 'h2h3', 'g2g3', 'f2f3', 'e2e3', 'd2d3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'e2e4', 'd2d4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3866,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4,c7c5,"['g8h6', 'g8f6', 'b8c6', 'b8a6', 'h7h6', 'g7g6', 'f7f6', 'e7e6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'e7e5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3867,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e5,g1f3,"['g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'd1h5', 'd1g4', 'd1f3', 'd1e2', 'b1c3', 'b1a3', 'h2h3', 'g2g3', 'f2f3', 'd2d3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'd2d4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3868,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d2d4,e5d4,"['g8e7', 'g8h6', 'g8f6', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'b8c6', 'b8a6', 'e5d4', 'h7h6', 'g7g6', 'f7f6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3869,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e5d4,d1d4,"['g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'd1h5', 'd1g4', 'd1d4', 'd1f3', 'd1d3', 'd1e2', 'd1d2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'e4e5', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3870,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,d1d4,b8c6,"['g8e7', 'g8h6', 'g8f6', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'b8c6', 'b8a6', 'h7h6', 'g7g6', 'f7f6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3871,r1bqkbnr/pppp1ppp/2n5/8/3QP3/8/PPP2PPP/RNB1KBNR w KQkq - 1 4,b8c6,d4c4,"['d4g7', 'd4d7', 'd4a7', 'd4f6', 'd4d6', 'd4b6', 'd4e5', 'd4d5', 'd4c5', 'd4c4', 'd4b4', 'd4a4', 'd4e3', 'd4d3', 'd4c3', 'd4d2', 'd4d1', 'g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'e4e5', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3872,r1bqkbnr/pppp1ppp/2n5/8/4P3/3Q4/PPP2PPP/RNB1KBNR b KQkq - 2 4,d4d3,d7d5,"['g8e7', 'g8h6', 'g8f6', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'a8b8', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6d4', 'c6b4', 'h7h6', 'g7g6', 'f7f6', 'd7d6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'd7d5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3873,r1bqkb1r/pppp1ppp/2n2n2/8/4P3/3Q4/PPP2PPP/RNB1KBNR w KQkq - 3 5,g8f6,b1c3,"['d3d7', 'd3d6', 'd3a6', 'd3d5', 'd3b5', 'd3d4', 'd3c4', 'd3h3', 'd3g3', 'd3f3', 'd3e3', 'd3c3', 'd3b3', 'd3a3', 'd3e2', 'd3d2', 'd3d1', 'g1h3', 'g1f3', 'g1e2', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'e4e5', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3874,r1bqkb1r/pppp1ppp/2n2n2/8/4PP2/3Q4/PPP3PP/RNB1KBNR b KQkq - 0 5,f2f4,d7d5,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'a8b8', 'f6g8', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6d4', 'c6b4', 'h7h6', 'g7g6', 'd7d6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'd7d5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3875,r1bqkb1r/ppp2ppp/2np1n2/8/4PP2/3Q4/PPP3PP/RNB1KBNR w KQkq - 0 6,d7d6,b1c3,"['d3d6', 'd3a6', 'd3d5', 'd3b5', 'd3d4', 'd3c4', 'd3h3', 'd3g3', 'd3f3', 'd3e3', 'd3c3', 'd3b3', 'd3a3', 'd3e2', 'd3d2', 'd3d1', 'g1h3', 'g1f3', 'g1e2', 'f1e2', 'e1f2', 'e1e2', 'e1d2', 'e1d1', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'f4f5', 'e4e5', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3876,r1bqkb1r/ppp2ppp/2np1n2/5P2/4P3/3Q4/PPP3PP/RNB1KBNR b KQkq - 0 6,f4f5,d8e7,"['h8g8', 'f8e7', 'e8e7', 'e8d7', 'd8e7', 'd8d7', 'c8d7', 'c8e6', 'c8f5', 'a8b8', 'f6g8', 'f6d7', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6d4', 'c6b4', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'd6d5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3877,r1bqkb1r/ppp2ppp/2n2n2/3p1P2/4P3/3Q4/PPP3PP/RNB1KBNR w KQkq - 0 7,d6d5,c1g5,"['d3a6', 'd3d5', 'd3b5', 'd3d4', 'd3c4', 'd3h3', 'd3g3', 'd3f3', 'd3e3', 'd3c3', 'd3b3', 'd3a3', 'd3e2', 'd3d2', 'd3d1', 'g1h3', 'g1f3', 'g1e2', 'f1e2', 'e1f2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'e4d5', 'e4e5', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3878,r1bqkb1r/ppp2ppp/2n2n2/3p1P2/4P3/2NQ4/PPP3PP/R1B1KBNR b KQkq - 1 7,b1c3,d5d4,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'e8d7', 'd8e7', 'd8d7', 'd8d6', 'c8d7', 'c8e6', 'c8f5', 'a8b8', 'f6g8', 'f6d7', 'f6h5', 'f6g4', 'f6e4', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6d4', 'c6b4', 'd5e4', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'd5d4', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3879,r1bqkb1r/ppp2ppp/2n2n2/5P2/3pP3/2NQ4/PPP3PP/R1B1KBNR w KQkq - 0 8,d5d4,c3d1,"['d3a6', 'd3b5', 'd3d4', 'd3c4', 'd3h3', 'd3g3', 'd3f3', 'd3e3', 'd3e2', 'd3d2', 'd3d1', 'c3d5', 'c3b5', 'c3a4', 'c3e2', 'c3d1', 'c3b1', 'g1h3', 'g1f3', 'g1e2', 'f1e2', 'e1f2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1b1', 'e4e5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3880,r1bqkb1r/ppp2ppp/2n2n2/1N3P2/3pP3/3Q4/PPP3PP/R1B1KBNR b KQkq - 1 8,c3b5,a7a6,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'e8d7', 'd8e7', 'd8d7', 'd8d6', 'd8d5', 'c8d7', 'c8e6', 'c8f5', 'a8b8', 'f6g8', 'f6d7', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6b4', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3881,r1bqk2r/ppp2ppp/2n2n2/1Nb2P2/3pP3/3Q4/PPP3PP/R1B1KBNR w KQkq - 2 9,f8c5,c1f4,"['b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'd3d4', 'd3c4', 'd3h3', 'd3g3', 'd3f3', 'd3e3', 'd3c3', 'd3b3', 'd3a3', 'd3e2', 'd3d2', 'd3d1', 'g1h3', 'g1f3', 'g1e2', 'f1e2', 'e1f2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1b1', 'e4e5', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3882,r1bqk2r/ppp2ppp/2n2n2/1Nb2P2/3pP3/6Q1/PPP3PP/R1B1KBNR b KQkq - 3 9,d3g3,c5b4,"['h8g8', 'h8f8', 'e8f8', 'e8e7', 'e8d7', 'd8e7', 'd8d7', 'd8d6', 'd8d5', 'c8d7', 'c8e6', 'c8f5', 'a8b8', 'f6g8', 'f6d7', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6b4', 'c5f8', 'c5e7', 'c5d6', 'c5b6', 'c5b4', 'c5a3', 'e8g8', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'd4d3', 'h7h5', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3883,r1bqk2r/ppp2ppp/2nb1n2/1N3P2/3pP3/6Q1/PPP3PP/R1B1KBNR w KQkq - 4 10,c5d6,b5d6,"['b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'g3g7', 'g3g6', 'g3d6', 'g3g5', 'g3e5', 'g3h4', 'g3g4', 'g3f4', 'g3h3', 'g3f3', 'g3e3', 'g3d3', 'g3c3', 'g3b3', 'g3a3', 'g3f2', 'g1h3', 'g1f3', 'g1e2', 'f1c4', 'f1d3', 'f1e2', 'e1f2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1b1', 'e4e5', 'h2h3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3884,r1bqk2r/ppp2ppp/2nb1n2/1N3P2/3pPB2/6Q1/PPP3PP/R3KBNR b KQkq - 5 10,c1f4,d6b4,"['h8g8', 'h8f8', 'e8f8', 'e8e7', 'e8d7', 'd8e7', 'd8d7', 'c8d7', 'c8e6', 'c8f5', 'a8b8', 'f6g8', 'f6d7', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'd6f8', 'd6e7', 'd6e5', 'd6c5', 'd6f4', 'd6b4', 'd6a3', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6b4', 'e8g8', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'd4d3', 'h7h5', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3885,r1bqk2r/ppp2ppp/2nb4/1N3P2/3pnB2/6Q1/PPP3PP/R3KBNR w KQkq - 0 11,f6e4,g3g7,"['b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'f4h6', 'f4d6', 'f4g5', 'f4e5', 'f4e3', 'f4d2', 'f4c1', 'g3g7', 'g3g6', 'g3g5', 'g3h4', 'g3g4', 'g3h3', 'g3f3', 'g3e3', 'g3d3', 'g3c3', 'g3b3', 'g3a3', 'g3f2', 'g1h3', 'g1f3', 'g1e2', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1c1', 'f5f6', 'h2h3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3886,r1bqk2r/ppp2pQp/2nb4/1N3P2/3pnB2/8/PPP3PP/R3KBNR b KQkq - 0 11,g3g7,d6f4,"['h8g8', 'h8f8', 'e8e7', 'e8d7', 'd8e7', 'd8d7', 'd8f6', 'd8g5', 'd8h4', 'c8d7', 'c8e6', 'c8f5', 'a8b8', 'd6f8', 'd6e7', 'd6e5', 'd6c5', 'd6f4', 'd6b4', 'd6a3', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6b4', 'e4f6', 'e4g5', 'e4c5', 'e4g3', 'e4c3', 'e4f2', 'e4d2', 'h7h6', 'f7f6', 'b7b6', 'a7a6', 'd4d3', 'h7h5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3887,r1bq3r/pppk1pQp/2nb4/1N3P2/3pnB2/8/PPP3PP/R3KBNR w KQ - 1 12,e8d7,b5d6,"['g7h8', 'g7g8', 'g7f8', 'g7h7', 'g7f7', 'g7h6', 'g7g6', 'g7f6', 'g7g5', 'g7e5', 'g7g4', 'g7d4', 'g7g3', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'f4h6', 'f4d6', 'f4g5', 'f4e5', 'f4g3', 'f4e3', 'f4d2', 'f4c1', 'g1h3', 'g1f3', 'g1e2', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1c1', 'f5f6', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3888,r1bq3r/pppk1Q1p/2nb4/1N3P2/3pnB2/8/PPP3PP/R3KBNR b KQ - 0 12,g7f7,d8e7,"['d8e7', 'd6e7', 'c6e7', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3889,r1b4r/pppkqQ1p/2nb4/1N3P2/3pnB2/8/PPP3PP/R3KBNR w KQ - 1 13,d8e7,f7e7,"['f7g8', 'f7f8', 'f7e8', 'f7h7', 'f7g7', 'f7e7', 'f7g6', 'f7f6', 'f7e6', 'f7h5', 'f7d5', 'f7c4', 'f7b3', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'f4h6', 'f4d6', 'f4g5', 'f4e5', 'f4g3', 'f4e3', 'f4d2', 'f4c1', 'g1h3', 'g1f3', 'g1e2', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1c1', 'f5f6', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3890,r1b4r/pppkq2p/2nb4/1N1Q1P2/3pnB2/8/PPP3PP/R3KBNR b KQ - 2 13,f7d5,e4c5,"['h8g8', 'h8f8', 'h8e8', 'h8d8', 'a8b8', 'e7f8', 'e7e8', 'e7d8', 'e7g7', 'e7f7', 'e7f6', 'e7e6', 'e7g5', 'e7e5', 'e7h4', 'd7e8', 'd7d8', 'c6d8', 'c6b8', 'c6e5', 'c6a5', 'c6b4', 'e4f6', 'e4g5', 'e4c5', 'e4g3', 'e4c3', 'e4f2', 'e4d2', 'h7h6', 'b7b6', 'a7a6', 'd4d3', 'h7h5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3891,r1b4r/pppkq2p/3b4/1N1Q1P2/1n1pnB2/8/PPP3PP/R3KBNR w KQ - 3 14,c6b4,d5e6,"['d5g8', 'd5f7', 'd5b7', 'd5e6', 'd5d6', 'd5c6', 'd5e5', 'd5c5', 'd5e4', 'd5d4', 'd5c4', 'd5b3', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'f4h6', 'f4d6', 'f4g5', 'f4e5', 'f4g3', 'f4e3', 'f4d2', 'f4c1', 'g1h3', 'g1f3', 'g1e2', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1c1', 'f5f6', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'c2c4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
3892,r1b4r/pppkq2p/3b4/1N3P2/1nQpnB2/8/PPP3PP/R3KBNR b KQ - 4 14,d5c4,d6f4,"['h8g8', 'h8f8', 'h8e8', 'h8d8', 'a8b8', 'e7f8', 'e7e8', 'e7d8', 'e7g7', 'e7f7', 'e7f6', 'e7e6', 'e7g5', 'e7e5', 'e7h4', 'd7e8', 'd7d8', 'd6e5', 'd6c5', 'd6f4', 'e4f6', 'e4g5', 'e4c5', 'e4g3', 'e4c3', 'e4f2', 'e4d2', 'b4c6', 'b4a6', 'b4d5', 'b4d3', 'b4c2', 'b4a2', 'h7h6', 'c7c6', 'b7b6', 'a7a6', 'd4d3', 'h7h5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
