,fens,moves,target_moves,LEGAL_MOVES
31,rn1q1r1k/4Nppp/p7/1pp3N1/4Q1b1/8/PPPB1PPP/2KR3R b - - 4 16,e3e4,f7f5,"['f8g8', 'f8e8', 'd8e8', 'd8c8', 'd8e7', 'd8d7', 'd8c7', 'd8d6', 'd8b6', 'd8d5', 'd8a5', 'd8d4', 'd8d3', 'd8d2', 'b8d7', 'b8c6', 'a8a7', 'g4c8', 'g4d7', 'g4e6', 'g4h5', 'g4f5', 'g4h3', 'g4f3', 'g4e2', 'g4d1', 'h7h6', 'g7g6', 'f7f6', 'a6a5', 'c5c4', 'b5b4', 'h7h5', 'f7f5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
32,rn1q1r1k/4Nppp/p7/1pp3N1/4Q3/8/PPPB1PPP/2Kb3R w - - 0 17,g4d1,e4h7,"['e7g8', 'e7c8', 'e7g6', 'e7c6', 'e7f5', 'e7d5', 'g5h7', 'g5f7', 'g5e6', 'g5h3', 'g5f3', 'e4a8', 'e4h7', 'e4b7', 'e4g6', 'e4e6', 'e4c6', 'e4f5', 'e4e5', 'e4d5', 'e4h4', 'e4g4', 'e4f4', 'e4d4', 'e4c4', 'e4b4', 'e4a4', 'e4f3', 'e4e3', 'e4d3', 'e4e2', 'e4e1', 'd2a5', 'd2f4', 'd2b4', 'd2e3', 'd2c3', 'd2e1', 'h1g1', 'h1f1', 'h1e1', 'h1d1', 'c1d1', 'c1b1', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
33,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,start,d2d4,"['g1h3', 'g1f3', 'b1c3', 'b1a3', 'h2h3', 'g2g3', 'f2f3', 'e2e3', 'd2d3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'e2e4', 'd2d4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
34,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4,c7c5,"['g8h6', 'g8f6', 'b8c6', 'b8a6', 'h7h6', 'g7g6', 'f7f6', 'e7e6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'e7e5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
35,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e6,d2d4,"['g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'd1h5', 'd1g4', 'd1f3', 'd1e2', 'b1c3', 'b1a3', 'e4e5', 'h2h3', 'g2g3', 'f2f3', 'd2d3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'd2d4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
36,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d2d4,d7d5,"['g8e7', 'g8h6', 'g8f6', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'b8c6', 'b8a6', 'h7h6', 'g7g6', 'f7f6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'e6e5', 'h7h5', 'g7g5', 'f7f5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
37,rnbqkb1r/pppp1ppp/4pn2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,g8f6,e4e5,"['g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'd1h5', 'd1g4', 'd1f3', 'd1d3', 'd1e2', 'd1d2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'e4e5', 'd4d5', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
38,rnbqkb1r/pppp1ppp/4pn2/4P3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,e4e5,f6d5,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'b8c6', 'b8a6', 'f6g8', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
39,rnbqkb1r/pppp1ppp/4p3/4P3/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,f6e4,g1h3,"['g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'd1h5', 'd1g4', 'd1f3', 'd1d3', 'd1e2', 'd1d2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'd4d5', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
40,rnbqkb1r/pppp1ppp/4p3/4P3/3Pn3/5Q2/PPP2PPP/RNB1KBNR b KQkq - 2 4,d1f3,d7d5,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'b8c6', 'b8a6', 'e4f6', 'e4d6', 'e4g5', 'e4c5', 'e4g3', 'e4c3', 'e4f2', 'e4d2', 'h7h6', 'g7g6', 'f7f6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
41,rnbqk2r/pppp1ppp/4p3/4P3/1b1Pn3/5Q2/PPP2PPP/RNB1KBNR w KQkq - 3 5,f8b4,c2c3,"['e1e2', 'e1d1', 'f3c3', 'c1d2', 'b1c3', 'b1d2', 'c2c3', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
42,rnbqk2r/pppp1ppp/4p3/4P3/1b1Pn3/2P2Q2/PP3PPP/RNB1KBNR b KQkq - 0 5,c2c3,d7d5,"['h8g8', 'h8f8', 'e8f8', 'e8e7', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'b8c6', 'b8a6', 'e4f6', 'e4d6', 'e4g5', 'e4c5', 'e4g3', 'e4c3', 'e4f2', 'e4d2', 'b4f8', 'b4e7', 'b4d6', 'b4c5', 'b4a5', 'b4c3', 'b4a3', 'e8g8', 'h7h6', 'g7g6', 'f7f6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
43,rnbqk2r/pppp2pp/4p3/4Pp2/1b1Pn3/2P2Q2/PP3PPP/RNB1KBNR w KQkq f6 0 6,f7f5,c3b4,"['f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3e4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3e2', 'f3d1', 'g1h3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1a3', 'b1d2', 'c3b4', 'd4d5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'e5f6', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
44,rnbqk2r/pppp2pp/4p3/4Pp2/1P1Pn3/5Q2/PP3PPP/RNB1KBNR b KQkq - 0 6,c3b4,e8g8,"['h8g8', 'h8f8', 'e8f8', 'e8f7', 'e8e7', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'b8c6', 'b8a6', 'e4f6', 'e4d6', 'e4g5', 'e4c5', 'e4g3', 'e4c3', 'e4f2', 'e4d2', 'e8g8', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'f5f4', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
45,rnbq1rk1/pppp2pp/4p3/4Pp2/1P1Pn3/5Q2/PP3PPP/RNB1KBNR w KQ - 1 7,e8g8,f3b3,"['f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3e4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3b3', 'f3a3', 'f3e2', 'f3d1', 'g1h3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'd4d5', 'b4b5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
46,rnbq1rk1/pppp2pp/4p3/4Pp2/1P1Pn3/5Q2/PP1N1PPP/R1B1KBNR b KQ - 2 7,b1d2,b8c6,"['g8h8', 'g8f7', 'f8e8', 'f8f7', 'f8f6', 'd8e8', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'b8c6', 'b8a6', 'e4f6', 'e4d6', 'e4g5', 'e4c5', 'e4g3', 'e4c3', 'e4f2', 'e4d2', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'f5f4', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
47,rnbq1rk1/p1pp2pp/1p2p3/4Pp2/1P1Pn3/5Q2/PP1N1PPP/R1B1KBNR w KQ - 0 8,b7b6,d2e4,"['f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3e4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3b3', 'f3a3', 'f3e2', 'f3d1', 'd2e4', 'd2c4', 'd2b3', 'd2b1', 'g1h3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d1', 'a1b1', 'd4d5', 'b4b5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
48,rnbq1rk1/p1pp2pp/1p2p3/4Pp2/1P1PN3/5Q2/PP3PPP/R1B1KBNR b KQ - 0 8,d2e4,c8b7,"['g8h8', 'g8f7', 'f8e8', 'f8f7', 'f8f6', 'd8e8', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'c8b7', 'c8a6', 'b8c6', 'b8a6', 'f5e4', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'a7a6', 'b6b5', 'f5f4', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
49,rnbq1rk1/p1pp2pp/1p2p3/4P3/1P1Pp3/5Q2/PP3PPP/R1B1KBNR w KQ - 0 9,f5e4,f3e4,"['f3f8', 'f3f7', 'f3f6', 'f3h5', 'f3f5', 'f3g4', 'f3f4', 'f3e4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3b3', 'f3a3', 'f3e2', 'f3d1', 'g1h3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1b1', 'd4d5', 'b4b5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
50,rnbq1rk1/p1pp2pp/1p2p3/4P3/1P1PQ3/8/PP3PPP/R1B1KBNR b KQ - 0 9,f3e4,b8c6,"['g8h8', 'g8f7', 'f8e8', 'f8f7', 'f8f6', 'f8f5', 'f8f4', 'f8f3', 'f8f2', 'd8e8', 'd8e7', 'd8f6', 'd8g5', 'd8h4', 'c8b7', 'c8a6', 'b8c6', 'b8a6', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'a7a6', 'b6b5', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
51,rnbq1rk1/p2p2pp/1p2p3/2p1P3/1P1PQ3/8/PP3PPP/R1B1KBNR w KQ - 0 10,c7c5,f1d3,"['e4a8', 'e4h7', 'e4b7', 'e4g6', 'e4c6', 'e4f5', 'e4d5', 'e4h4', 'e4g4', 'e4f4', 'e4f3', 'e4e3', 'e4d3', 'e4e2', 'e4c2', 'e4b1', 'g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1b1', 'd4c5', 'b4c5', 'd4d5', 'b4b5', 'h2h3', 'g2g3', 'f2f3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
52,Qnbq1rk1/p2p2pp/1p2p3/2p1P3/1P1P4/8/PP3PPP/R1B1KBNR b KQ - 0 10,e4a8,b8c6,"['g8h8', 'g8f7', 'f8e8', 'f8f7', 'f8f6', 'f8f5', 'f8f4', 'f8f3', 'f8f2', 'd8e8', 'd8e7', 'd8c7', 'd8f6', 'd8g5', 'd8h4', 'c8b7', 'c8a6', 'b8c6', 'b8a6', 'c5d4', 'c5b4', 'h7h6', 'g7g6', 'd7d6', 'a7a6', 'b6b5', 'c5c4', 'h7h5', 'g7g5', 'd7d5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
53,Q1bq1rk1/p2p2pp/1pn1p3/2p1P3/1P1P4/8/PP3PPP/R1B1KBNR w KQ - 1 11,b8c6,g1f3,"['a8c8', 'a8b8', 'a8b7', 'a8a7', 'a8c6', 'g1h3', 'g1f3', 'g1e2', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1b1', 'd4c5', 'b4c5', 'd4d5', 'b4b5', 'h2h3', 'g2g3', 'f2f3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
54,Q1bq1rk1/p2p2pp/1pn1p3/2p1P3/1P1P4/5N2/PP3PPP/R1B1KB1R b KQ - 2 11,g1f3,c5b4,"['g8h8', 'g8f7', 'f8e8', 'f8f7', 'f8f6', 'f8f5', 'f8f4', 'f8f3', 'd8e8', 'd8e7', 'd8c7', 'd8f6', 'd8g5', 'd8h4', 'c8b7', 'c8a6', 'c6b8', 'c6e7', 'c6e5', 'c6a5', 'c6d4', 'c6b4', 'c5d4', 'c5b4', 'h7h6', 'g7g6', 'd7d6', 'a7a6', 'b6b5', 'c5c4', 'h7h5', 'g7g5', 'd7d5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
55,Q1bq1rk1/p2p2pp/1p2p3/2p1P3/1n1P4/5N2/PP3PPP/R1B1KB1R w KQ - 0 12,c6b4,c1g5,"['a8c8', 'a8b8', 'a8b7', 'a8a7', 'a8c6', 'a8d5', 'a8e4', 'f3g5', 'f3h4', 'f3d2', 'f3g1', 'h1g1', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1b1', 'd4c5', 'd4d5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
56,Q1bq1rk1/p2p2pp/1p2p3/2p1P1B1/1n1P4/5N2/PP3PPP/R3KB1R b KQ - 1 12,c1g5,d8c7,"['g8h8', 'g8f7', 'f8e8', 'f8f7', 'f8f6', 'f8f5', 'f8f4', 'f8f3', 'd8e8', 'd8e7', 'd8c7', 'd8f6', 'd8g5', 'c8b7', 'c8a6', 'b4c6', 'b4a6', 'b4d5', 'b4d3', 'b4c2', 'b4a2', 'c5d4', 'h7h6', 'g7g6', 'd7d6', 'a7a6', 'b6b5', 'c5c4', 'h7h5', 'd7d5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
57,Q1b1qrk1/p2p2pp/1p2p3/2p1P1B1/1n1P4/5N2/PP3PPP/R3KB1R w KQ - 2 13,d8e8,a8e4,"['a8c8', 'a8b8', 'a8b7', 'a8a7', 'a8c6', 'a8d5', 'a8e4', 'g5d8', 'g5e7', 'g5h6', 'g5f6', 'g5h4', 'g5f4', 'g5e3', 'g5d2', 'g5c1', 'f3h4', 'f3d2', 'f3g1', 'h1g1', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1c1', 'd4c5', 'd4d5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
58,2b1qrk1/p2p2pp/1p2p3/2p1P1B1/1n1PQ3/5N2/PP3PPP/R3KB1R b KQ - 3 13,a8e4,c5d4,"['g8h8', 'g8f7', 'f8f7', 'f8f6', 'f8f5', 'f8f4', 'f8f3', 'e8d8', 'e8f7', 'e8e7', 'e8g6', 'e8h5', 'c8b7', 'c8a6', 'b4c6', 'b4a6', 'b4d5', 'b4d3', 'b4c2', 'b4a2', 'c5d4', 'h7h6', 'g7g6', 'd7d6', 'a7a6', 'b6b5', 'c5c4', 'h7h5', 'd7d5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
59,2b1qrk1/p5pp/1p2p3/2ppP1B1/1n1PQ3/5N2/PP3PPP/R3KB1R w KQ d6 0 14,d7d5,e5d6,"['g5d8', 'g5e7', 'g5h6', 'g5f6', 'g5h4', 'g5f4', 'g5e3', 'g5d2', 'g5c1', 'e4h7', 'e4g6', 'e4f5', 'e4d5', 'e4h4', 'e4g4', 'e4f4', 'e4e3', 'e4d3', 'e4e2', 'e4c2', 'e4b1', 'f3h4', 'f3d2', 'f3g1', 'h1g1', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1c1', 'd4c5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'e5d6', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
60,2b1qrk1/p5pp/1p1Pp3/2p3B1/1n1PQ3/5N2/PP3PPP/R3KB1R b KQ - 0 14,e5d6,e8a4,"['g8h8', 'g8f7', 'f8f7', 'f8f6', 'f8f5', 'f8f4', 'f8f3', 'e8d8', 'e8f7', 'e8e7', 'e8d7', 'e8g6', 'e8c6', 'e8h5', 'e8b5', 'e8a4', 'c8d7', 'c8b7', 'c8a6', 'b4c6', 'b4a6', 'b4d5', 'b4d3', 'b4c2', 'b4a2', 'c5d4', 'h7h6', 'g7g6', 'a7a6', 'e6e5', 'b6b5', 'c5c4', 'h7h5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
61,2b1qrk1/p5p1/1p1Pp2p/2p3B1/1n1PQ3/5N2/PP3PPP/R3KB1R w KQ - 0 15,h7h6,d4c5,"['g5d8', 'g5e7', 'g5h6', 'g5f6', 'g5h4', 'g5f4', 'g5e3', 'g5d2', 'g5c1', 'e4a8', 'e4h7', 'e4b7', 'e4g6', 'e4e6', 'e4c6', 'e4f5', 'e4e5', 'e4d5', 'e4h4', 'e4g4', 'e4f4', 'e4e3', 'e4d3', 'e4e2', 'e4c2', 'e4b1', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'h1g1', 'f1a6', 'f1b5', 'f1c4', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1c1', 'd4c5', 'd6d7', 'd4d5', 'h2h3', 'g2g3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
